id,speed
0,48.17521386924339
1,47.11322935568572
2,39.37592203125994
3,30.450759815428764
4,39.1257365096481
5,27.263540096204498
6,19.955039217156692
7,49.632515095472854
8,47.788094213654595
9,31.220614285339042
10,28.213686068152633
11,21.860191522021353
12,22.339893288222626
13,23.849972939599294
14,26.70086838553855
15,39.72852618038506
16,43.79617880750722
17,48.434577059168674
18,48.49495869460936
19,48.67277322263219
20,46.544436163571675
21,44.09136483909382
22,19.499594864307387
23,28.554113422885944
24,26.671703673336047
25,19.240483074878185
26,20.365222722247214
27,20.62580072312805
28,16.363235518341725
29,13.060699713861137
30,25.242274832668095
31,47.84866242965175
32,49.45557364773285
33,29.53811773352935
34,27.035891945148393
35,25.70028594576739
36,20.33709804160093
37,20.212750568042367
38,45.66761152827477
39,39.20242469751031
40,44.59133913044167
41,48.022348642971664
42,49.04957010058444
43,43.78259177462742
44,19.5452207410284
45,17.873057984635345
46,17.605880885673837
47,10.865090178149629
48,45.08572463980384
49,48.337043497526096
50,48.18502783388406
51,25.2779232314801
52,23.128827607317362
53,19.90142527384222
54,17.03751044347942
55,18.458059824442284
56,14.680600385365949
57,16.839361024831806
58,28.015695939576712
59,35.34032735954266
60,42.93790695434993
61,40.63594538947898
62,40.92689441973874
63,42.42843132421854
64,45.085992759126796
65,48.43256799544555
66,47.64807504185077
67,45.861990920434685
68,42.609702975148856
69,27.140868655873362
70,22.57417220758548
71,18.622723589709153
72,15.740001470202749
73,17.280008101575312
74,13.252142880341932
75,8.119840484327202
76,43.47661063836803
77,40.36445328021559
78,44.53158990925363
79,48.02419099508032
80,14.246757783078209
81,16.690636477673912
82,21.5807113176397
83,15.142236010038468
84,15.68668429320902
85,11.806962374756948
86,19.20225907502423
87,34.412613754694654
88,44.42080510491244
89,40.47266078163743
90,49.027195189544265
91,48.02166404531579
92,46.98078754860791
93,46.31597767275882
94,26.81481294507877
95,14.998623769447079
96,21.775992055332445
97,10.351727522769588
98,9.591238434838715
99,19.439280646535277
100,41.168355122174404
101,47.33625615374414
102,15.096197622740554
103,17.153119275300174
104,14.977092548443887
105,43.20701089668538
106,34.69851343359946
107,48.67856908109269
108,43.64734338696902
109,15.8737059118024
110,9.397450259568657
111,9.322186666024404
112,19.050727294545105
113,34.45881574302584
114,37.40669099491687
115,48.75959730104424
116,48.56171595161982
117,41.31387647008276
118,26.031013163957724
119,22.64463903554334
120,19.05254713056804
121,17.827508989322922
122,31.846719197923015
123,47.48193228584921
124,47.0953994849629
125,42.08262421939408
126,41.47066033399903
127,37.591636093970294
128,41.22401073300443
129,34.36399671555098
130,49.01751714454857
131,47.44304460898645
132,47.09032968880796
133,27.92997967824753
134,23.10562637496729
135,22.87016589794819
136,38.709401962192125
137,46.58266557534302
138,49.94555462344512
139,47.36861590144917
140,46.97779470224542
141,44.2484942930213
142,25.731531654328734
143,15.47065992247182
144,20.83803443214304
145,18.106158583494008
146,18.777834133207094
147,48.94139165128858
148,50.171331853144316
149,47.56057868940126
150,47.3207777393469
151,16.9788515345697
152,16.963532119354543
153,16.784993397287266
154,9.077143178605162
155,21.335203115559004
156,36.45359315320491
157,45.458649883511384
158,42.13606921142927
159,47.04682010498077
160,48.84028037946866
161,49.98759436761203
162,48.50771825704871
163,47.498515005676445
164,44.678020209139646
165,26.39820608657253
166,15.239447892773926
167,20.023594080690966
168,18.73311604187011
169,19.303334321915592
170,12.058350410929064
171,11.464169379904828
172,46.059875820160244
173,48.30994070629839
174,44.15158134082357
175,25.493979494753017
176,18.742536198210637
177,16.213854270232247
178,17.536882679010688
179,10.458474984935394
180,46.72519358105799
181,48.89308153999416
182,49.25195313429993
183,48.451796398034716
184,41.23089964175267
185,19.989520285048595
186,18.892169462148384
187,40.19168701941244
188,31.618676099697502
189,48.37383669987698
190,44.503340358190066
191,44.4706674541372
192,38.8796229828463
193,38.49583523235145
194,36.597298381540845
195,36.72622961491249
196,36.25625959649498
197,42.57065917361051
198,38.950044645149525
199,47.71193673235526
200,46.540941479576816
201,25.62303742219172
202,25.186705470326245
203,19.12608712001048
204,17.385730092488384
205,19.556621902635527
206,39.328160790647175
207,41.12294963777965
208,48.71575389808484
209,48.38330772675717
210,47.246302425851354
211,46.91353770534813
212,26.980123606987227
213,14.107096778993142
214,22.67551109547572
215,23.289629117564658
216,18.054857092349206
217,23.748229993780583
218,45.22202754198774
219,48.021797527904916
220,46.92243672767992
221,45.21517302387028
222,26.96699420169061
223,17.73472412984929
224,11.602361992141525
225,24.37324082252301
226,48.840331895902786
227,48.56518032858513
228,17.160210202655495
229,24.605654589213696
230,19.51492153895908
231,18.400310136364624
232,44.77018590098066
233,48.464385302555755
234,46.90026454239291
235,19.244534658334928
236,25.417807733354422
237,21.6019426599969
238,23.51745874335228
239,43.65834073634204
240,36.17219209816451
241,39.43488747930244
242,49.226820415255375
243,49.43830781837087
244,48.78167668736517
245,49.02287791812823
246,29.285645339055076
247,22.16303034748388
248,20.19555576867992
249,21.30747831035925
250,20.132186676193125
251,33.1792980707126
252,42.858548636341176
253,32.91342975204007
254,34.078871047495525
255,47.32132612755405
256,47.03432835764782
257,46.23480293304056
258,43.30611472162377
259,40.152762015133504
260,38.19594481345459
261,35.004522492817514
262,39.14855441829768
263,43.00078781855045
264,34.044840278334235
265,41.460563248078245
266,48.19508845879685
